Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Nottinghamshire,E10000024,Upper tier local authority,30/03/2020,36,295
Oldham,E08000004,Upper tier local authority,30/03/2020,18,138
Oxfordshire,E10000025,Upper tier local authority,30/03/2020,38,271
Peterborough,E06000031,Upper tier local authority,30/03/2020,6,46
Plymouth,E06000026,Upper tier local authority,30/03/2020,7,56
Portsmouth,E06000044,Upper tier local authority,30/03/2020,4,84
Reading,E06000038,Upper tier local authority,30/03/2020,10,77
Redbridge,E09000026,Upper tier local authority,30/03/2020,25,217
Redcar and Cleveland,E06000003,Upper tier local authority,30/03/2020,7,55
Richmond upon Thames,E09000027,Upper tier local authority,30/03/2020,12,160
Rochdale,E08000005,Upper tier local authority,30/03/2020,11,108
Rotherham,E08000018,Upper tier local authority,30/03/2020,27,155
Salford,E08000006,Upper tier local authority,30/03/2020,21,162
Sandwell,E08000028,Upper tier local authority,30/03/2020,35,244
Sefton,E08000014,Upper tier local authority,30/03/2020,19,122
Sheffield,E08000019,Upper tier local authority,30/03/2020,75,655
Shropshire,E06000051,Upper tier local authority,30/03/2020,8,114
Slough,E06000039,Upper tier local authority,30/03/2020,10,123
Solihull,E08000029,Upper tier local authority,30/03/2020,14,151
Somerset,E10000027,Upper tier local authority,30/03/2020,9,68
South Gloucestershire,E06000025,Upper tier local authority,30/03/2020,15,91
South Tyneside,E08000023,Upper tier local authority,30/03/2020,13,46
Southampton,E06000045,Upper tier local authority,30/03/2020,17,105
Southend-on-Sea,E06000033,Upper tier local authority,30/03/2020,13,72
Southwark,E09000028,Upper tier local authority,30/03/2020,51,507
St. Helens,E08000013,Upper tier local authority,30/03/2020,23,120
Staffordshire,E10000028,Upper tier local authority,30/03/2020,41,377
Stockport,E08000007,Upper tier local authority,30/03/2020,23,142
Stockton-on-Tees,E06000004,Upper tier local authority,30/03/2020,16,64
Stoke-on-Trent,E06000021,Upper tier local authority,30/03/2020,14,68
Suffolk,E10000029,Upper tier local authority,30/03/2020,23,164
Sunderland,E08000024,Upper tier local authority,30/03/2020,29,117
Surrey,E10000030,Upper tier local authority,30/03/2020,99,678
Sutton,E09000029,Upper tier local authority,30/03/2020,23,192
Swindon,E06000030,Upper tier local authority,30/03/2020,6,42
Tameside,E08000008,Upper tier local authority,30/03/2020,10,98
Telford and Wrekin,E06000020,Upper tier local authority,30/03/2020,6,62
Thurrock,E06000034,Upper tier local authority,30/03/2020,10,82
Torbay,E06000027,Upper tier local authority,30/03/2020,5,42
Tower Hamlets,E09000030,Upper tier local authority,30/03/2020,15,234
Trafford,E08000009,Upper tier local authority,30/03/2020,19,132
Wakefield,E08000036,Upper tier local authority,30/03/2020,11,101
Walsall,E08000030,Upper tier local authority,30/03/2020,27,243
Waltham Forest,E09000031,Upper tier local authority,30/03/2020,24,257
Wandsworth,E09000032,Upper tier local authority,30/03/2020,26,412
Warrington,E06000007,Upper tier local authority,30/03/2020,18,68
Warwickshire,E10000031,Upper tier local authority,30/03/2020,38,273
West Berkshire,E06000037,Upper tier local authority,30/03/2020,10,68
West Sussex,E10000032,Upper tier local authority,30/03/2020,23,200
Westminster,E09000033,Upper tier local authority,30/03/2020,26,312
Wigan,E08000010,Upper tier local authority,30/03/2020,19,98
Wiltshire,E06000054,Upper tier local authority,30/03/2020,13,108
Windsor and Maidenhead,E06000040,Upper tier local authority,30/03/2020,9,83
Wirral,E08000015,Upper tier local authority,30/03/2020,18,123
Wokingham,E06000041,Upper tier local authority,30/03/2020,15,78
Wolverhampton,E08000031,Upper tier local authority,30/03/2020,21,237
Worcestershire,E10000034,Upper tier local authority,30/03/2020,44,282
York,E06000014,Upper tier local authority,30/03/2020,4,35
England,E92000001,Country,29/03/2020,2444,25413
West Midlands,E12000005,Region,29/03/2020,364,2982
East of England,E12000006,Region,29/03/2020,210,1979
North West,E12000002,Region,29/03/2020,358,2857
East Midlands,E12000004,Region,29/03/2020,128,1514
South West,E12000009,Region,29/03/2020,99,1072
London,E12000007,Region,29/03/2020,593,8299
Yorkshire and The Humber,E12000003,Region,29/03/2020,237,1732
North East,E12000001,Region,29/03/2020,108,790
South East,E12000008,Region,29/03/2020,288,3267
Barking and Dagenham,E09000002,Upper tier local authority,29/03/2020,11,136
Barnet,E09000003,Upper tier local authority,29/03/2020,30,459
Barnsley,E08000016,Upper tier local authority,29/03/2020,13,131
Bath and North East Somerset,E06000022,Upper tier local authority,29/03/2020,6,47
Bedford,E06000055,Upper tier local authority,29/03/2020,3,70
Bexley,E09000004,Upper tier local authority,29/03/2020,14,166
Birmingham,E08000025,Upper tier local authority,29/03/2020,106,807
Blackburn with Darwen,E06000008,Upper tier local authority,29/03/2020,8,30
Blackpool,E06000009,Upper tier local authority,29/03/2020,4,25
Bolton,E08000001,Upper tier local authority,29/03/2020,3,63
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,29/03/2020,6,58
Bracknell Forest,E06000036,Upper tier local authority,29/03/2020,4,34
Bradford,E08000032,Upper tier local authority,29/03/2020,22,110
Brent,E09000005,Upper tier local authority,29/03/2020,53,482
Brighton and Hove,E06000043,Upper tier local authority,29/03/2020,9,82
"Bristol, City of",E06000023,Upper tier local authority,29/03/2020,12,115
Bromley,E09000006,Upper tier local authority,29/03/2020,22,326
Buckinghamshire,E10000002,Upper tier local authority,29/03/2020,11,195
Bury,E08000002,Upper tier local authority,29/03/2020,7,78
Calderdale,E08000033,Upper tier local authority,29/03/2020,9,40
Cambridgeshire,E10000003,Upper tier local authority,29/03/2020,12,145
Camden,E09000007,Upper tier local authority,29/03/2020,6,210
Central Bedfordshire,E06000056,Upper tier local authority,29/03/2020,5,92
Cheshire East,E06000049,Upper tier local authority,29/03/2020,13,98
Cheshire West and Chester,E06000050,Upper tier local authority,29/03/2020,23,91
City of London,E09000001,Upper tier local authority,29/03/2020,1,8
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,29/03/2020,11,95
County Durham,E06000047,Upper tier local authority,29/03/2020,13,107
Coventry,E08000026,Upper tier local authority,29/03/2020,15,149
Croydon,E09000008,Upper tier local authority,29/03/2020,26,411
Cumbria,E10000006,Upper tier local authority,29/03/2020,49,446
Darlington,E06000005,Upper tier local authority,29/03/2020,1,17
Derby,E06000015,Upper tier local authority,29/03/2020,20,165
Derbyshire,E10000007,Upper tier local authority,29/03/2020,27,328
Devon,E10000008,Upper tier local authority,29/03/2020,9,125
Doncaster,E08000017,Upper tier local authority,29/03/2020,16,93
Dorset,E06000059,Upper tier local authority,29/03/2020,7,65
Dudley,E08000027,Upper tier local authority,29/03/2020,24,188
Ealing,E09000009,Upper tier local authority,29/03/2020,25,346
East Riding of Yorkshire,E06000011,Upper tier local authority,29/03/2020,10,51
East Sussex,E10000011,Upper tier local authority,29/03/2020,11,101
Enfield,E09000010,Upper tier local authority,29/03/2020,9,236
Essex,E10000012,Upper tier local authority,29/03/2020,54,532
Gateshead,E08000037,Upper tier local authority,29/03/2020,8,52
Gloucestershire,E10000013,Upper tier local authority,29/03/2020,17,172
Greenwich,E09000011,Upper tier local authority,29/03/2020,12,208
Hackney,E09000012,Upper tier local authority,29/03/2020,14,203
Halton,E06000006,Upper tier local authority,29/03/2020,2,36
Hammersmith and Fulham,E09000013,Upper tier local authority,29/03/2020,7,182
Hampshire,E10000014,Upper tier local authority,29/03/2020,49,608
Haringey,E09000014,Upper tier local authority,29/03/2020,16,199
Harrow,E09000015,Upper tier local authority,29/03/2020,22,336
Hartlepool,E06000001,Upper tier local authority,29/03/2020,1,12
Havering,E09000016,Upper tier local authority,29/03/2020,10,136
"Herefordshire, County of",E06000019,Upper tier local authority,29/03/2020,4,35
Hertfordshire,E10000015,Upper tier local authority,29/03/2020,63,542
Hillingdon,E09000017,Upper tier local authority,29/03/2020,18,216
Hounslow,E09000018,Upper tier local authority,29/03/2020,15,209
Islington,E09000019,Upper tier local authority,29/03/2020,11,176
Kensington and Chelsea,E09000020,Upper tier local authority,29/03/2020,9,186
Kent,E10000016,Upper tier local authority,29/03/2020,59,475
"Kingston upon Hull, City of",E06000010,Upper tier local authority,29/03/2020,3,16
Kingston upon Thames,E09000021,Upper tier local authority,29/03/2020,13,120
Kirklees,E08000034,Upper tier local authority,29/03/2020,16,87
Knowsley,E08000011,Upper tier local authority,29/03/2020,12,62
Lambeth,E09000022,Upper tier local authority,29/03/2020,27,454
Lancashire,E10000017,Upper tier local authority,29/03/2020,36,383
Leeds,E08000035,Upper tier local authority,29/03/2020,22,189
Leicester,E06000016,Upper tier local authority,29/03/2020,1,102
Leicestershire,E10000018,Upper tier local authority,29/03/2020,3,193
Lewisham,E09000023,Upper tier local authority,29/03/2020,25,294
Lincolnshire,E10000019,Upper tier local authority,29/03/2020,15,144
Liverpool,E08000012,Upper tier local authority,29/03/2020,35,262
Luton,E06000032,Upper tier local authority,29/03/2020,10,108
Manchester,E08000003,Upper tier local authority,29/03/2020,23,171
Medway,E06000035,Upper tier local authority,29/03/2020,9,107
Merton,E09000024,Upper tier local authority,29/03/2020,13,223
Middlesbrough,E06000002,Upper tier local authority,29/03/2020,14,55
Milton Keynes,E06000042,Upper tier local authority,29/03/2020,10,118
Newcastle upon Tyne,E08000021,Upper tier local authority,29/03/2020,30,187
Newham,E09000025,Upper tier local authority,29/03/2020,21,288
Norfolk,E10000020,Upper tier local authority,29/03/2020,21,178
North East Lincolnshire,E06000012,Upper tier local authority,29/03/2020,5,27
North Lincolnshire,E06000013,Upper tier local authority,29/03/2020,6,23
North Somerset,E06000024,Upper tier local authority,29/03/2020,4,43
North Tyneside,E08000022,Upper tier local authority,29/03/2020,7,72
North Yorkshire,E10000023,Upper tier local authority,29/03/2020,15,136
Northamptonshire,E10000021,Upper tier local authority,29/03/2020,23,211
Northumberland,E06000057,Upper tier local authority,29/03/2020,6,71
Nottingham,E06000018,Upper tier local authority,29/03/2020,7,108
Nottinghamshire,E10000024,Upper tier local authority,29/03/2020,31,259
Oldham,E08000004,Upper tier local authority,29/03/2020,10,120
Oxfordshire,E10000025,Upper tier local authority,29/03/2020,21,233
Peterborough,E06000031,Upper tier local authority,29/03/2020,3,40
Plymouth,E06000026,Upper tier local authority,29/03/2020,5,49
Portsmouth,E06000044,Upper tier local authority,29/03/2020,2,80
Reading,E06000038,Upper tier local authority,29/03/2020,11,67
Redbridge,E09000026,Upper tier local authority,29/03/2020,19,192
Redcar and Cleveland,E06000003,Upper tier local authority,29/03/2020,7,48
Richmond upon Thames,E09000027,Upper tier local authority,29/03/2020,15,148
Rochdale,E08000005,Upper tier local authority,29/03/2020,8,97
Rotherham,E08000018,Upper tier local authority,29/03/2020,27,128
Rutland,E06000017,Upper tier local authority,29/03/2020,1,4
Salford,E08000006,Upper tier local authority,29/03/2020,14,141
Sandwell,E08000028,Upper tier local authority,29/03/2020,30,209
Sefton,E08000014,Upper tier local authority,29/03/2020,12,103
Sheffield,E08000019,Upper tier local authority,29/03/2020,62,580
Shropshire,E06000051,Upper tier local authority,29/03/2020,13,106
Slough,E06000039,Upper tier local authority,29/03/2020,6,113
Solihull,E08000029,Upper tier local authority,29/03/2020,13,137
Somerset,E10000027,Upper tier local authority,29/03/2020,4,59
South Gloucestershire,E06000025,Upper tier local authority,29/03/2020,9,76
South Tyneside,E08000023,Upper tier local authority,29/03/2020,5,33
Southampton,E06000045,Upper tier local authority,29/03/2020,9,88
Southend-on-Sea,E06000033,Upper tier local authority,29/03/2020,11,59
Southwark,E09000028,Upper tier local authority,29/03/2020,34,456
St. Helens,E08000013,Upper tier local authority,29/03/2020,20,97
Staffordshire,E10000028,Upper tier local authority,29/03/2020,45,336
Stockport,E08000007,Upper tier local authority,29/03/2020,12,119
Stockton-on-Tees,E06000004,Upper tier local authority,29/03/2020,5,48
Stoke-on-Trent,E06000021,Upper tier local authority,29/03/2020,17,54
Suffolk,E10000029,Upper tier local authority,29/03/2020,20,141
Sunderland,E08000024,Upper tier local authority,29/03/2020,11,88
Surrey,E10000030,Upper tier local authority,29/03/2020,49,579
Sutton,E09000029,Upper tier local authority,29/03/2020,11,169
Swindon,E06000030,Upper tier local authority,29/03/2020,5,36
Tameside,E08000008,Upper tier local authority,29/03/2020,13,88
Telford and Wrekin,E06000020,Upper tier local authority,29/03/2020,10,56
Thurrock,E06000034,Upper tier local authority,29/03/2020,8,72
Torbay,E06000027,Upper tier local authority,29/03/2020,1,37
Tower Hamlets,E09000030,Upper tier local authority,29/03/2020,20,219
Trafford,E08000009,Upper tier local authority,29/03/2020,8,113
Wakefield,E08000036,Upper tier local authority,29/03/2020,11,90
Walsall,E08000030,Upper tier local authority,29/03/2020,21,216
Waltham Forest,E09000031,Upper tier local authority,29/03/2020,24,233
Wandsworth,E09000032,Upper tier local authority,29/03/2020,23,386
Warrington,E06000007,Upper tier local authority,29/03/2020,10,50
Warwickshire,E10000031,Upper tier local authority,29/03/2020,26,235
West Berkshire,E06000037,Upper tier local authority,29/03/2020,3,58
West Sussex,E10000032,Upper tier local authority,29/03/2020,10,177
Westminster,E09000033,Upper tier local authority,29/03/2020,17,286
Wigan,E08000010,Upper tier local authority,29/03/2020,14,79
Wiltshire,E06000054,Upper tier local authority,29/03/2020,3,95
Windsor and Maidenhead,E06000040,Upper tier local authority,29/03/2020,2,74
Wirral,E08000015,Upper tier local authority,29/03/2020,22,105
Wokingham,E06000041,Upper tier local authority,29/03/2020,13,63
Wolverhampton,E08000031,Upper tier local authority,29/03/2020,12,216
Worcestershire,E10000034,Upper tier local authority,29/03/2020,28,238
England,E92000001,Country,28/03/2020,2366,22969
West Midlands,E12000005,Region,28/03/2020,324,2618
East of England,E12000006,Region,28/03/2020,183,1769
North West,E12000002,Region,28/03/2020,320,2499
East Midlands,E12000004,Region,28/03/2020,159,1386
South West,E12000009,Region,28/03/2020,101,973
London,E12000007,Region,28/03/2020,576,7706
Yorkshire and The Humber,E12000003,Region,28/03/2020,209,1495
North East,E12000001,Region,28/03/2020,112,682
South East,E12000008,Region,28/03/2020,328,2979
Barking and Dagenham,E09000002,Upper tier local authority,28/03/2020,11,125
Barnet,E09000003,Upper tier local authority,28/03/2020,34,429
Barnsley,E08000016,Upper tier local authority,28/03/2020,14,118
Bath and North East Somerset,E06000022,Upper tier local authority,28/03/2020,2,41
Bedford,E06000055,Upper tier local authority,28/03/2020,5,67
Bexley,E09000004,Upper tier local authority,28/03/2020,10,152
Birmingham,E08000025,Upper tier local authority,28/03/2020,80,701
Blackburn with Darwen,E06000008,Upper tier local authority,28/03/2020,4,22
Blackpool,E06000009,Upper tier local authority,28/03/2020,5,21
Bolton,E08000001,Upper tier local authority,28/03/2020,11,60
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,28/03/2020,7,52
Bracknell Forest,E06000036,Upper tier local authority,28/03/2020,5,30
Bradford,E08000032,Upper tier local authority,28/03/2020,14,88
Brent,E09000005,Upper tier local authority,28/03/2020,32,429
Brighton and Hove,E06000043,Upper tier local authority,28/03/2020,8,73
"Bristol, City of",E06000023,Upper tier local authority,28/03/2020,10,103
Bromley,E09000006,Upper tier local authority,28/03/2020,32,304
Buckinghamshire,E10000002,Upper tier local authority,28/03/2020,21,184
Bury,E08000002,Upper tier local authority,28/03/2020,10,71
Calderdale,E08000033,Upper tier local authority,28/03/2020,5,31
Cambridgeshire,E10000003,Upper tier local authority,28/03/2020,9,133
Camden,E09000007,Upper tier local authority,28/03/2020,11,204
Central Bedfordshire,E06000056,Upper tier local authority,28/03/2020,10,87
Cheshire East,E06000049,Upper tier local authority,28/03/2020,8,85
Cheshire West and Chester,E06000050,Upper tier local authority,28/03/2020,11,68
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,28/03/2020,10,84
County Durham,E06000047,Upper tier local authority,28/03/2020,19,94
Coventry,E08000026,Upper tier local authority,28/03/2020,16,134
Croydon,E09000008,Upper tier local authority,28/03/2020,22,385
Cumbria,E10000006,Upper tier local authority,28/03/2020,29,397
Darlington,E06000005,Upper tier local authority,28/03/2020,2,16
Derby,E06000015,Upper tier local authority,28/03/2020,21,145
Derbyshire,E10000007,Upper tier local authority,28/03/2020,37,301
Devon,E10000008,Upper tier local authority,28/03/2020,13,116
Doncaster,E08000017,Upper tier local authority,28/03/2020,19,77
Dorset,E06000059,Upper tier local authority,28/03/2020,8,58
Dudley,E08000027,Upper tier local authority,28/03/2020,17,164
Ealing,E09000009,Upper tier local authority,28/03/2020,20,321
East Riding of Yorkshire,E06000011,Upper tier local authority,28/03/2020,3,41
East Sussex,E10000011,Upper tier local authority,28/03/2020,8,90
Enfield,E09000010,Upper tier local authority,28/03/2020,20,227
Essex,E10000012,Upper tier local authority,28/03/2020,57,478
Gateshead,E08000037,Upper tier local authority,28/03/2020,13,44
Gloucestershire,E10000013,Upper tier local authority,28/03/2020,22,155
Greenwich,E09000011,Upper tier local authority,28/03/2020,16,196
Hackney,E09000012,Upper tier local authority,28/03/2020,12,189
Halton,E06000006,Upper tier local authority,28/03/2020,9,34
Hammersmith and Fulham,E09000013,Upper tier local authority,28/03/2020,12,175
Hampshire,E10000014,Upper tier local authority,28/03/2020,79,559
Haringey,E09000014,Upper tier local authority,28/03/2020,16,183
Harrow,E09000015,Upper tier local authority,28/03/2020,26,314
Hartlepool,E06000001,Upper tier local authority,28/03/2020,3,11
Havering,E09000016,Upper tier local authority,28/03/2020,6,126
"Herefordshire, County of",E06000019,Upper tier local authority,28/03/2020,4,31
Hertfordshire,E10000015,Upper tier local authority,28/03/2020,45,479
Hillingdon,E09000017,Upper tier local authority,28/03/2020,11,198
Hounslow,E09000018,Upper tier local authority,28/03/2020,8,194
Isle of Wight,E06000046,Upper tier local authority,28/03/2020,2,15
Islington,E09000019,Upper tier local authority,28/03/2020,7,165
Kensington and Chelsea,E09000020,Upper tier local authority,28/03/2020,9,177
Kent,E10000016,Upper tier local authority,28/03/2020,49,416
Kingston upon Thames,E09000021,Upper tier local authority,28/03/2020,6,107
Kirklees,E08000034,Upper tier local authority,28/03/2020,9,71
Knowsley,E08000011,Upper tier local authority,28/03/2020,10,50
Lambeth,E09000022,Upper tier local authority,28/03/2020,37,427
Lancashire,E10000017,Upper tier local authority,28/03/2020,41,347
Leeds,E08000035,Upper tier local authority,28/03/2020,26,167
Leicester,E06000016,Upper tier local authority,28/03/2020,11,101
Leicestershire,E10000018,Upper tier local authority,28/03/2020,15,190
Lewisham,E09000023,Upper tier local authority,28/03/2020,21,269
Lincolnshire,E10000019,Upper tier local authority,28/03/2020,22,129
Liverpool,E08000012,Upper tier local authority,28/03/2020,27,227
Luton,E06000032,Upper tier local authority,28/03/2020,10,98
Manchester,E08000003,Upper tier local authority,28/03/2020,31,148
Medway,E06000035,Upper tier local authority,28/03/2020,9,98
Merton,E09000024,Upper tier local authority,28/03/2020,14,210
Middlesbrough,E06000002,Upper tier local authority,28/03/2020,10,41
Milton Keynes,E06000042,Upper tier local authority,28/03/2020,10,108
Newcastle upon Tyne,E08000021,Upper tier local authority,28/03/2020,12,157
Newham,E09000025,Upper tier local authority,28/03/2020,35,267
Norfolk,E10000020,Upper tier local authority,28/03/2020,23,157
North East Lincolnshire,E06000012,Upper tier local authority,28/03/2020,1,22
North Lincolnshire,E06000013,Upper tier local authority,28/03/2020,2,17
North Somerset,E06000024,Upper tier local authority,28/03/2020,2,39
North Tyneside,E08000022,Upper tier local authority,28/03/2020,17,65
North Yorkshire,E10000023,Upper tier local authority,28/03/2020,13,121
Northamptonshire,E10000021,Upper tier local authority,28/03/2020,19,188
Northumberland,E06000057,Upper tier local authority,28/03/2020,10,65
Nottingham,E06000018,Upper tier local authority,28/03/2020,4,101
Nottinghamshire,E10000024,Upper tier local authority,28/03/2020,30,228
Oldham,E08000004,Upper tier local authority,28/03/2020,13,110
Oxfordshire,E10000025,Upper tier local authority,28/03/2020,22,212
Peterborough,E06000031,Upper tier local authority,28/03/2020,5,37
Plymouth,E06000026,Upper tier local authority,28/03/2020,3,44
Portsmouth,E06000044,Upper tier local authority,28/03/2020,5,78
Reading,E06000038,Upper tier local authority,28/03/2020,10,56
Redbridge,E09000026,Upper tier local authority,28/03/2020,15,173
Redcar and Cleveland,E06000003,Upper tier local authority,28/03/2020,11,41
Richmond upon Thames,E09000027,Upper tier local authority,28/03/2020,11,133
Rochdale,E08000005,Upper tier local authority,28/03/2020,13,89
Rotherham,E08000018,Upper tier local authority,28/03/2020,16,101
Salford,E08000006,Upper tier local authority,28/03/2020,18,127
Sandwell,E08000028,Upper tier local authority,28/03/2020,18,179
Sefton,E08000014,Upper tier local authority,28/03/2020,12,91
Sheffield,E08000019,Upper tier local authority,28/03/2020,65,518
Shropshire,E06000051,Upper tier local authority,28/03/2020,13,93
Slough,E06000039,Upper tier local authority,28/03/2020,5,107
Solihull,E08000029,Upper tier local authority,28/03/2020,29,124
Somerset,E10000027,Upper tier local authority,28/03/2020,5,55
South Gloucestershire,E06000025,Upper tier local authority,28/03/2020,8,67
South Tyneside,E08000023,Upper tier local authority,28/03/2020,1,28
Southampton,E06000045,Upper tier local authority,28/03/2020,10,79
Southend-on-Sea,E06000033,Upper tier local authority,28/03/2020,6,48
Southwark,E09000028,Upper tier local authority,28/03/2020,32,422
St. Helens,E08000013,Upper tier local authority,28/03/2020,11,77
Staffordshire,E10000028,Upper tier local authority,28/03/2020,23,291
Stockport,E08000007,Upper tier local authority,28/03/2020,10,107
Stockton-on-Tees,E06000004,Upper tier local authority,28/03/2020,10,43
Stoke-on-Trent,E06000021,Upper tier local authority,28/03/2020,4,37
Suffolk,E10000029,Upper tier local authority,28/03/2020,6,121
Sunderland,E08000024,Upper tier local authority,28/03/2020,4,77
Surrey,E10000030,Upper tier local authority,28/03/2020,55,530
Sutton,E09000029,Upper tier local authority,28/03/2020,17,158
Swindon,E06000030,Upper tier local authority,28/03/2020,1,31
Tameside,E08000008,Upper tier local authority,28/03/2020,7,75
Telford and Wrekin,E06000020,Upper tier local authority,28/03/2020,6,46
Thurrock,E06000034,Upper tier local authority,28/03/2020,7,64
Torbay,E06000027,Upper tier local authority,28/03/2020,3,36
Tower Hamlets,E09000030,Upper tier local authority,28/03/2020,12,199
Trafford,E08000009,Upper tier local authority,28/03/2020,13,105
Wakefield,E08000036,Upper tier local authority,28/03/2020,14,79
Walsall,E08000030,Upper tier local authority,28/03/2020,35,195
Waltham Forest,E09000031,Upper tier local authority,28/03/2020,21,209
Wandsworth,E09000032,Upper tier local authority,28/03/2020,20,363
Warrington,E06000007,Upper tier local authority,28/03/2020,8,40
Warwickshire,E10000031,Upper tier local authority,28/03/2020,26,209
West Berkshire,E06000037,Upper tier local authority,28/03/2020,6,55
West Sussex,E10000032,Upper tier local authority,28/03/2020,9,167
Westminster,E09000033,Upper tier local authority,28/03/2020,20,269
Wigan,E08000010,Upper tier local authority,28/03/2020,6,65
Wiltshire,E06000054,Upper tier local authority,28/03/2020,7,92
Windsor and Maidenhead,E06000040,Upper tier local authority,28/03/2020,8,72
Wirral,E08000015,Upper tier local authority,28/03/2020,13,83
Wokingham,E06000041,Upper tier local authority,28/03/2020,7,50
Wolverhampton,E08000031,Upper tier local authority,28/03/2020,18,204
Worcestershire,E10000034,Upper tier local authority,28/03/2020,35,210
York,E06000014,Upper tier local authority,28/03/2020,8,31
England,E92000001,Country,27/03/2020,2666,20603
West Midlands,E12000005,Region,27/03/2020,274,2294
East of England,E12000006,Region,27/03/2020,239,1586
North West,E12000002,Region,27/03/2020,331,2179
East Midlands,E12000004,Region,27/03/2020,136,1227
South West,E12000009,Region,27/03/2020,125,872
London,E12000007,Region,27/03/2020,812,7130
Yorkshire and The Humber,E12000003,Region,27/03/2020,156,1286
North East,E12000001,Region,27/03/2020,101,570
South East,E12000008,Region,27/03/2020,320,2651
Barking and Dagenham,E09000002,Upper tier local authority,27/03/2020,12,114
Barnet,E09000003,Upper tier local authority,27/03/2020,54,395
Barnsley,E08000016,Upper tier local authority,27/03/2020,15,104
Bath and North East Somerset,E06000022,Upper tier local authority,27/03/2020,4,39
Bedford,E06000055,Upper tier local authority,27/03/2020,15,62
Bexley,E09000004,Upper tier local authority,27/03/2020,19,142
Birmingham,E08000025,Upper tier local authority,27/03/2020,70,621
Blackburn with Darwen,E06000008,Upper tier local authority,27/03/2020,4,18
Blackpool,E06000009,Upper tier local authority,27/03/2020,2,16
Bolton,E08000001,Upper tier local authority,27/03/2020,7,49
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,27/03/2020,9,45
Bracknell Forest,E06000036,Upper tier local authority,27/03/2020,2,25
Bradford,E08000032,Upper tier local authority,27/03/2020,22,74
Brent,E09000005,Upper tier local authority,27/03/2020,48,397
Brighton and Hove,E06000043,Upper tier local authority,27/03/2020,10,65
"Bristol, City of",E06000023,Upper tier local authority,27/03/2020,13,93
Bromley,E09000006,Upper tier local authority,27/03/2020,30,272
Buckinghamshire,E10000002,Upper tier local authority,27/03/2020,17,163
Bury,E08000002,Upper tier local authority,27/03/2020,9,61
Calderdale,E08000033,Upper tier local authority,27/03/2020,6,26
Cambridgeshire,E10000003,Upper tier local authority,27/03/2020,17,124
Camden,E09000007,Upper tier local authority,27/03/2020,20,193
Central Bedfordshire,E06000056,Upper tier local authority,27/03/2020,12,77
Cheshire East,E06000049,Upper tier local authority,27/03/2020,14,77
Cheshire West and Chester,E06000050,Upper tier local authority,27/03/2020,17,57
City of London,E09000001,Upper tier local authority,27/03/2020,1,7
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,27/03/2020,15,74
County Durham,E06000047,Upper tier local authority,27/03/2020,14,75
Coventry,E08000026,Upper tier local authority,27/03/2020,13,118
Croydon,E09000008,Upper tier local authority,27/03/2020,42,363
Cumbria,E10000006,Upper tier local authority,27/03/2020,51,368
Darlington,E06000005,Upper tier local authority,27/03/2020,2,14
Derby,E06000015,Upper tier local authority,27/03/2020,8,124
Derbyshire,E10000007,Upper tier local authority,27/03/2020,28,264
Devon,E10000008,Upper tier local authority,27/03/2020,12,103
Doncaster,E08000017,Upper tier local authority,27/03/2020,4,58
Dorset,E06000059,Upper tier local authority,27/03/2020,6,50
Dudley,E08000027,Upper tier local authority,27/03/2020,14,147
Ealing,E09000009,Upper tier local authority,27/03/2020,33,301
East Riding of Yorkshire,E06000011,Upper tier local authority,27/03/2020,3,38
East Sussex,E10000011,Upper tier local authority,27/03/2020,13,82
Enfield,E09000010,Upper tier local authority,27/03/2020,15,207
Essex,E10000012,Upper tier local authority,27/03/2020,69,421
Gateshead,E08000037,Upper tier local authority,27/03/2020,4,31
Gloucestershire,E10000013,Upper tier local authority,27/03/2020,16,133
Greenwich,E09000011,Upper tier local authority,27/03/2020,18,180
Hackney,E09000012,Upper tier local authority,27/03/2020,14,177
Halton,E06000006,Upper tier local authority,27/03/2020,7,25
Hammersmith and Fulham,E09000013,Upper tier local authority,27/03/2020,8,163
Hampshire,E10000014,Upper tier local authority,27/03/2020,58,480
Haringey,E09000014,Upper tier local authority,27/03/2020,18,167
Harrow,E09000015,Upper tier local authority,27/03/2020,40,288
Hartlepool,E06000001,Upper tier local authority,27/03/2020,2,8
Havering,E09000016,Upper tier local authority,27/03/2020,10,120
"Herefordshire, County of",E06000019,Upper tier local authority,27/03/2020,2,27
Hertfordshire,E10000015,Upper tier local authority,27/03/2020,51,434
Hillingdon,E09000017,Upper tier local authority,27/03/2020,24,187
Hounslow,E09000018,Upper tier local authority,27/03/2020,27,186
Isle of Wight,E06000046,Upper tier local authority,27/03/2020,1,13
Islington,E09000019,Upper tier local authority,27/03/2020,15,158
Kensington and Chelsea,E09000020,Upper tier local authority,27/03/2020,20,168
Kent,E10000016,Upper tier local authority,27/03/2020,57,367
"Kingston upon Hull, City of",E06000010,Upper tier local authority,27/03/2020,2,13
